attack	attack_cost	attack_text	back_flavor	back_link	back_name	back_text	back_traits	base_threat	base_threat_fixed	boost	boost text	boost_text	card_set_code	code	cost	deck_limit	deck_options	deck_requirements	defense	double_sided	duplicate_of	escalation_threat	escalation_threat_fixed	faction_code	flavor	hand_size	health	health_per_hero	hidden	illustrator	is_unique	name	octgn_id	pack_code	pack_name	permanent	position	quantity	recover	resource_energy	resource_mental	resource_physical	resource_wild	schema_text	scheme	scheme text	scheme_acceleration	scheme_amplify	scheme_boost	scheme_crisis	scheme_hazard	scheme_text	set_code	set_name	set_position	spoiler	stage	subname	text	threat	threat_fixed	thwart	thwart_cost	traits	type_code
														34005	2	1								hero							True	Phoenix Suit	9b407333-e221-495f-a145-e5a9b4034005	phoenix	Phoenix		5	1				1											phoenix	Phoenix	4				Phoenix gains the [[AERIAL]] trait.\nWhile you have the [[RESTRAINED]] trait, you gain steady.\nWhile you have the [[UNLEASHED]] trait, you gain retaliate 1.					Item.	upgrade
														34006	3	1								hero								Rise from the Ashes	9b407333-e221-495f-a145-e5a9b4034006	phoenix	Phoenix		6	1		1													phoenix	Phoenix	5				<b>Interrupt</b>: When you would be defeated, remove this card from the game → ready your identity and restore it to its printed hit point value instead. Remove each power counter from Phoenix Force.					Phoenix.	upgrade
														34007	2	1								hero								Telekinetic Shield	9b407333-e221-495f-a145-e5a9b4034007	phoenix	Phoenix		7	1				1											phoenix	Phoenix	6				Attach to a friendly character.\n<b>Forced Interrupt</b>: When attached character would take damage from an enemy attack, place that damage here instead. Then, if there is at least 5 damage here, discard Telekinetic Shield.					Psionic.	upgrade
														34008	2	1								hero								Mental Paralysis	9b407333-e221-495f-a145-e5a9b4034008	phoenix	Phoenix		8	1			1												phoenix	Phoenix	7				Hero form only. Attach to a non-[[ELITE]] minion.\nAttached minion cannot activate.\n<b>Forced Interrupt</b>: After you flip to alter-ego form, discard this card.					Psionic.	upgrade
														34009	4	1								hero								Mind Control	9b407333-e221-495f-a145-e5a9b4034009	phoenix	Phoenix		9	1			1												phoenix	Phoenix	8				Attach to a non-[[ELITE]] minion.\nTake control of attached minion and treat it as a [[CONTROLLED]] ally with a blank text box. Its THW is equal to its printed SCH and it takes 1 consequential damage after it thwarts or attacks.					Condition. Psionic.	upgrade
														34010	3	2								hero								Telekinetic Attack	9b407333-e221-495f-a145-e5a9b4034010	phoenix	Phoenix		10	2				1											phoenix	Phoenix	9				<b>Hero Action</b> <i>(attack)</i>: Deal 7 damage to an enemy. If you have the [[UNLEASHED]] trait, this attack deals 2 additional damage and gains overkill.					Attack. Psionic.	event
														34011	2	2								hero								Psychic Blast	9b407333-e221-495f-a145-e5a9b4034011	phoenix	Phoenix		11	2		1													phoenix	Phoenix	11				<b>Hero Action</b>: Deal 4 damage to the villain. If you have the [[UNLEASHED]] trait, deal 4 damage to each minion engaged with you.					Psionic.	event
														34012	2	2								hero								Telepathic Trickery	9b407333-e221-495f-a145-e5a9b4034012	phoenix	Phoenix		12	2			1												phoenix	Phoenix	13				<b>Hero Action</b> <i>(thwart)</i>: Remove 4 threat from a scheme. If you have the [[UNLEASHED]] trait, stun and confuse an enemy.					Psionic. Thwart.	event
														34013	1	2								hero								Phoenix Firebird	9b407333-e221-495f-a145-e5a9b4034013	phoenix	Phoenix		13	2		1													phoenix	Phoenix	15				<b>Hero Action</b>: Choose:\n• Remove 1 power counter from Phoenix Force → ready Phoenix.\n• Place 2 power counters on Phoenix Force.					Phoenix.	event
2														34014	4	1								justice			3				True	Banshee	9b407333-e221-495f-a145-e5a9b4034014	phoenix	Phoenix		14	1		1																		Sean Cassidy	[star]<b>Response</b>: After Banshee thwarts, confuse a minion.			2		Aerial. X-Men.	ally
1														34015	3	1								justice			3				True	Marvel Girl	9b407333-e221-495f-a145-e5a9b4034015	phoenix	Phoenix		15	1			1																	Rachel Summers	[star]<b>Interrupt</b>: When Marvel Girl Attacks a minion, remove X threat from the main scheme, where X is that minion's printed SCH.			2		Psionic. X-Men.	ally
														34016	1	3								justice								Mission Training	9b407333-e221-495f-a145-e5a9b4034016	phoenix	Phoenix		16	3			1																		Attach to an [[X-MEN]] ally. Max 1 [[TRAINING]] upgrade per ally.\nAttached ally gets +1 THW point and +2 hit points.					Training.	upgrade
														34017	3	3								justice								Psychic Manipulation	9b407333-e221-495f-a145-e5a9b4034017	phoenix	Phoenix		17	3		1																			Play only if your identity has the [[PSIONIC]] trait.\n<b>Interrupt</b> <i>(thwart)</i>: When the villain schemes, this activation removes threat instead of placing it.					Psionic. Thwart.	event
														34018	1	3								justice								Mutant Peacekeepers	9b407333-e221-495f-a145-e5a9b4034018	phoenix	Phoenix		18	3				1																	Play only if your identity has the [[X-MEN]] trait.\n<b>Hero Action</b> <i>(thwart)</i>: Exhaust your hero and any number of [[X-MEN]] allies → remove X threat from among schemes in play, where X is the total THW of those characters.					Thwart.	event
														34019	1	3					15014			justice	"Return what you've taken and I'll let you go. This time. But next time, you won't be so lucky. And I won't be so kind." — Moon Knight							Swift Retribution	9b407333-e221-495f-a145-e5a9b4034019	phoenix	Phoenix		19	3			1																		<b>Hero Action</b> <i>(attack)</i>: The villain schemes. Deal 4 damage to the villain.					Attack.	event
														34020		2								justice								Passion for Justice	9b407333-e221-495f-a145-e5a9b4034020	phoenix	Phoenix		20	2					1																Max 2 per deck.\n<b>Interrupt</b>: When you spend this card to play a [[THWART]] event, that event removes 1 additional threat.						resource
2														34021	5	1								basic			3				True	Storm	9b407333-e221-495f-a145-e5a9b4034021	phoenix	Phoenix		21	1		1																		Ororo Munroe	Reduce the cost to play Storm by 1 if your identity has the [[MUTANT]] or [[X-MEN]] trait.\n[star]<b>Interrupt</b>: When Storm thwarts a scheme, move 2 threat from that scheme to another scheme.			2		Aerial. X-Men.	ally
														34022	1	1								basic							True	Cerebro	9b407333-e221-495f-a145-e5a9b4034022	phoenix	Phoenix		22	1			1																		Play only if your identity has the [[MUTANT]] trait.\n<b>Alter-Ego Action</b>: Exhaust Cerebro → search the top 5 cards of your deck for an [[X-MEN]] ally (search your whole deck instead if you control a [[PSIONIC]] character) and add that ally to your hand. <i>(Shuffle.)</i>					Location. X-Men.	support
														34023	2	1					33023			basic								Psychic Rapport	7da2a29c-3abd-4e3b-b36e-9f140c033023	phoenix	Phoenix		23	1		1																			Team-Up (Cyclops and Phoenix). Max 1 per deck.\n<b>Hero Action</b>: Ready Cyclops and Phoenix. Choose to either return a Cyclops card from your discard pile to your hand or place 2 power counters on Phoenix Force.						event
														34024	1	3					05033			basic	"We should do this more often."							Down Time	9b407333-e221-495f-a145-e5a9b4034024	phoenix	Phoenix		24	3				1																	Play under any player's control. Max 1 per player.\nYour alter-ego gets +2 REC.					Condition.	upgrade
														34025		1					01088			basic								Energy	dd796868-b224-4ec0-be8f-46507c86cbef	phoenix	Phoenix		25	1		2																			Max 1 per deck.						resource
														34026		1					01089			basic								Genius	ec9d5930-031c-493c-920b-32d980409567	phoenix	Phoenix		26	1			2																		Max 1 per deck.						resource
														34027		1					01090			basic								Strength	a3fcb7fc-5fbf-4566-b29f-4abdd841e2cc	phoenix	Phoenix		27	1				2																	Max 1 per deck.						resource
														34032	2	3								aggression								Psychic Assault	9b407333-e221-495f-a145-e5a9b4034032	phoenix	Phoenix		32	3		1																			Play only if your identity has the [[PSIONIC]] trait.\n<b>Hero Action</b> <i>(attack)</i>: Deal 3 damage to an enemy. Confuse that enemy.					Attack. Psionic.	event
														34033	2	3								protection								Psychic Misdirection	9b407333-e221-495f-a145-e5a9b4034033	phoenix	Phoenix		33	3		1																			Play only if your identity has the [[PSIONIC]] trait.\n<b>Hero Interrupt</b> <i>(defense)</i>: When an enemy attacks you, choose a different enemy → damage from that attack is dealt to the chosen enemy instead of you.					Defense. Psionic.	event
														34034	0	3								leadership								Psychic Kicker	9b407333-e221-495f-a145-e5a9b4034034	phoenix	Phoenix		34	3		1																			Play only if your identity has the [[PSIONIC]] trait.\n<b>Hero Action</b>: Ready an ally. That ally gets +2 THW and +2 ATK for its next basic thwart or attack action this phase.					Psionic.	event
														34035	1	1								basic								Soul Sisters	9b407333-e221-495f-a145-e5a9b4034035	phoenix	Phoenix		35	1		1																			Team-Up (Phoenix and Storm). Max 1 per deck.\n<b>Hero Action</b>: Ready Phoenix and Storm. Heal 2 damage from each of them.						event
										2				34028										encounter								Burning Hunger	9b407333-e221-495f-a145-e5a9b4034028	phoenix	Phoenix		28	1															phoenix	Phoenix											obligation
2										3				34029										encounter			12				True	Dark Phoenix	9b407333-e221-495f-a145-e5a9b4034029	phoenix	Phoenix		29	1							2								phoenix_nemesis	Phoenix Nemesis	1				Steady. Toughness. Villainous.					Cosmic Entity. Elite.	minion
								6	True	3				34030										encounter								Consume the World	9b407333-e221-495f-a145-e5a9b4034030	phoenix	Phoenix		30	1											1				phoenix_nemesis	Phoenix Nemesis	2				Permanent.						side_scheme
										2				34031										encounter								Fiery Rage	9b407333-e221-495f-a145-e5a9b4034031	phoenix	Phoenix		31	3															phoenix_nemesis	Phoenix Nemesis	3				Peril.						treachery
2				35001b										35001a					2	True				hero		5	10			Joey Vazquez	True	Wolverine	663cb632-e6c8-4e94-8676-a8e0ca035001	wolv	Wolverine		1	1															wolverine	Wolverine					<i>Healing Factor</i> - <b>Response</b>: After the player phase begins, heal 2 damage.			2		X-Men.	hero
														35001b						True				hero		6	10		True	Joey Vazquez	True	Logan	663cb632-e6c8-4e94-8676-a8e0ca035001	wolv	Wolverine		1	1	6														wolverine	Wolverine					<i>Snikt!</i> - <b>Setup</b>: Search your deck and discard pile for the Wolverine's Claws upgrade and put it into play.					Mutant.	alter_ego
														35002		1								hero						Ario Anindito & Javier Mena Guerrero	True	Wolverine's Claws	663cb632-e6c8-4e94-8676-a8e0ca035002	wolv	Wolverine	True	2	1				1											wolverine	Wolverine	1				Permanent.\n<b>Hero Action</b>: Exhaust Wolverine's Claws, choose en [[ATTACK]] event in your hand, and take damage equal to its printed cost → play that event, ignoring its resource cost. That attack gains piercing.					Weapon.	upgrade
1														35003	2	1								hero			2			Renan Rebeiro	True	Jubilee	663cb632-e6c8-4e94-8676-a8e0ca035003	wolv	Wolverine		3	1					1										wolverine	Wolverine	2			Jubilation Lee	<b>Response</b>: After Jubilee enters play, choose an enemy. Until the end of the phase, while Wolverine or Jubilee is making a basic attack against that enemy, they get +2 ATK for that attack.			1		X-Men.	ally
														35004	2	1								hero						Eduardo Mello		Adamantium Skeleton	663cb632-e6c8-4e94-8676-a8e0ca035004	wolv	Wolverine		4	1				1											wolverine	Wolverine	3				You get +4 hit points.\nWolverine gets +1 ATK and his basic attacks gain piercing.						upgrade
														35005	2	1								hero								Berserker Frenzy	663cb632-e6c8-4e94-8676-a8e0ca035005	wolv	Wolverine		5	1			1												wolverine	Wolverine	4				<b>Hero Response</b>: After Wolverine takes any amount of damage from an enemy attack, draw 1 card.\n<b>Forced Response</b>: After you flip to alter-ego form, discard this card.					Condition.	upgrade
														35006	4	1								hero								"I Got Better"	663cb632-e6c8-4e94-8676-a8e0ca035006	wolv	Wolverine		6	1		1													wolverine	Wolverine	5				<b>Interrupt</b>: When you would be defeated by an enemy attack, instead set your hit point dial to 5, ready your identity, and discard this card.					Superpower.	upgrade
														35007	1	1								hero						J. Mena Guerrero & P. Qualano	True	Logan's Cabin	663cb632-e6c8-4e94-8676-a8e0ca035007	wolv	Wolverine		7	1			1												wolverine	Wolverine	6				<b>Alter-Ego Action</b>: Exhaust Logan's Cabin → shuffle 1 Wolverine card from you discard pile into your deck.					Location.	support
														35008	2	2								hero								Berserker Barrage	663cb632-e6c8-4e94-8676-a8e0ca035008	wolv	Wolverine		8	2				1											wolverine	Wolverine	7				<b>Hero Action</b> <i>(attack)</i>: Deal 4 damage to an enemy. If this attack defeats an enemy, you may take 2 damage → repeat this ability.					Attack.	event
														35009	3	2								hero						Ario Anindito		Slice and Dice	663cb632-e6c8-4e94-8676-a8e0ca035009	wolv	Wolverine		9	2		1													wolverine	Wolverine	9				<b>Hero Action</b>: Make the following 2 attacks in order:\n• Deal 3 damage to an enemy.\n• Deal 3 damage to an enemy.					Attack.	event
														35010	3	2								hero								Lunging Strike	663cb632-e6c8-4e94-8676-a8e0ca035010	wolv	Wolverine		10	2				1											wolverine	Wolverine	11				<b>Hero Action</b> <i>(attack)</i>: Deal 8 damage to an enemy. If you exhausted Wolverine's Claws to play this card, this attack gains overkill.					Attack.	event
														35011	2	2								hero						Patrick McEvoy		Track by Scent	663cb632-e6c8-4e94-8676-a8e0ca035011	wolv	Wolverine		11	2			1												wolverine	Wolverine	13				<b>Hero Action</b> <i>(thwart)</i>: Remove 3 threat from a scheme. If this removes the last threat from that scheme, draw 2 cards.					Superpower. Thwart.	event
														35012	1	2								hero						Ario Anindito & Javier Mena Guerrero		Regenerative Healing	663cb632-e6c8-4e94-8676-a8e0ca035012	wolv	Wolverine		12	2		1													wolverine	Wolverine	15				<b>Action</b>: Choose:\n• Heal 4 damage from your identity.\n• Discard each stunned and confused status card from your identity.					Superpower.	event
1														35013	4	1								aggression			3				True	Psylocke	663cb632-e6c8-4e94-8676-a8e0ca035013	wolv	Wolverine		13	1			1																	Betsy Braddock	Psylocke enters play with 2 psionic counters on her.\n[star] <b>Interrupt</b>: When Psylocke attacks an enemy, remove 1 psionic counter from her → confuse that enemy and deal 1 damage to it.			2		Psionic. X-Men.	ally
2														35014	2	1								aggression			2				True	Sunfire	663cb632-e6c8-4e94-8676-a8e0ca035014	wolv	Wolverine		14	1		1																		Shiro Yoshida	<b>Response</b>: After you play Sunfire from your hand, spend a [energy] resource → choose an attachment with the text "<b>Hero Action</b>" or "<b>Hero Response</b>" and discard it.			1		X-Men.	ally
														35015	1	3								aggression								Battle Fury	663cb632-e6c8-4e94-8676-a8e0ca035015	wolv	Wolverine		15	3		1																			Play under any player's control. Max 1 per player.\n<b>Response</b>: After your hero attacks and defeats a minion, deal 1 damage to your hero and discard Battle Fury → ready your hero.					Condition.	upgrade
														35016	2	3								aggression								Warrior Skill	663cb632-e6c8-4e94-8676-a8e0ca035016	wolv	Wolverine		16	3			1																		Uses (3 warrior counters). Max 1 per player.\n<b>Interrupt</b>: When your hero attacks, remove 1 counter from here → that attacks deals 1 additional damage.					Skill.	upgrade
														35017	2	3								aggression								Outta My Way!	663cb632-e6c8-4e94-8676-a8e0ca035017	wolv	Wolverine		17	3				1																	<b>Hero Action</b> <i>(attack)</i>: Deal 3 damage to an enemy (5 damage instead if that enemy has the guard or patrol keyword).					Attack.	event
														35018	1	3								aggression								Precision Strike	663cb632-e6c8-4e94-8676-a8e0ca035018	wolv	Wolverine		18	3			1																		<b>Hero Action</b> <i>(attack)</i>: Deal 2 damage to an enemy. If this attack defeats that enemy, heal 2 damage from your hero.					Attack.	event
														35019	0	3								aggression								Mean Swing	663cb632-e6c8-4e94-8676-a8e0ca035019	wolv	Wolverine		19	3				1																	<b>Hero Interrupt</b>: When your hero makes a basic attack, exhaust a [[WEAPON]] upgrade on your hero → your hero gets +3 ATK for this attack.					Skill.	event
														35020		2					32047			aggression								Aggressive Energy		wolv	Wolverine		20	2					1																Max 2 per deck.\n<b>Hero Interrupt</b>: When you spend this card to play a [[Attack]] event, that event deals 1 additional damage.						resource
3	2													35021	4	1					32048			basic			3				True	Colossus		wolv	Wolverine		21	1				1																	Reduce the cost to play Colossus by 1 if your identity has the [[MUTANT]] or [[X-MEN]] trait.\nToughness.			1	1	X-Men.	ally
														35022	1	1								basic							True	Weapon X	663cb632-e6c8-4e94-8676-a8e0ca035022	wolv	Wolverine		22	1			1																		Play only if your identity has the [[MUTANT]] trait.\n<b>Alter-Ego Action</b>: Exhaust Weapon X and take 1 damage → discard cards from your deck until you discard an identity-specific card, then add that card to your hand.					Location.	support
														35023	1	1								basic						Andrea Di Vito & Laura Villari		Fastball Special	663cb632-e6c8-4e94-8676-a8e0ca035023	wolv	Wolverine		23	1		1																			Team-Up (Colossus and Wolverine). Max 1 per deck.\n<b>Hero Action</b> <i>(attack)</i>: Deal X damage to an enemy, where X is the total ATK of Colossus and Wolverine. This attack gains overkill and piercing.					Aerial. Attack.	event
														35024		1					01088			basic								Energy		wolv	Wolverine		24	1		2																			Max 1 per deck.						resource
														35025		1					01089			basic								Genius		wolv	Wolverine		25	1			2																		Max 1 per deck.						resource
														35026		1					01090			basic								Strength		wolv	Wolverine		26	1				2																	Max 1 per deck.						resource
														35032	1	3								justice								Command Center	663cb632-e6c8-4e94-8676-a8e0ca035032	wolv	Wolverine		32	3			1																		Max 1 per player.\n<b>Response</b>: After an ally thwarts and defeats a side scheme, exhaust Command Center → deal 2 damage to an enemy.					Location.	support
2														35033	4	1								basic			3				True	Longshot	663cb632-e6c8-4e94-8676-a8e0ca035033	wolv	Wolverine		33	1			1																		Play only if your identity has the [[X-MEN]] trait.\n[star] <b>Response</b>: After Longshot attacks a non-[[ELITE]] minion, discard the top card of the encounter deck. If that card has a star icon ([star]) in the boost area, defeat the attacked minion.			2		X-Men.	ally
										2				35027										encounter						Ario Anindito & Javier Mena Guerrero		Past Demons	663cb632-e6c8-4e94-8676-a8e0ca035027	wolv	Wolverine		27	1															wolverine	Wolverine					<b><i>Give to the Logan player</i></b>\nYou may flip to alter-ego form. Choose:\n- Exhaust Logan → remove Past Demons from the game.\n- You are stunned and confused. Discard this card.						obligation
2		<b>Forced Interrupt</b>: When Omega Red attacks you, deal 1 damage to each character you control.								3				35028										encounter	My death factor will drain the life from your body!		8					Omega Red	663cb632-e6c8-4e94-8676-a8e0ca035028	wolv	Wolverine		28	1							1								wolverine_nemesis	Wolverine Nemesis	1				Retaliate 1. Steady.					Brute. Elite.	minion
								5	True	3				35029										encounter	Omega Red needs the Carbonadium Synthesizer to prevent his death factor from killing him.					Eduardo Mello		The Carbonadium Synthesizer	663cb632-e6c8-4e94-8676-a8e0ca035029	wolv	Wolverine		29	1									1						wolverine_nemesis	Wolverine Nemesis	2				While the Carbonadium Synthesizer is in play, Omega Red cannot be defeated.						side_scheme
										2				35030										encounter								Death Factor	663cb632-e6c8-4e94-8676-a8e0ca035030	wolv	Wolverine		30	2															wolverine_nemesis	Wolverine Nemesis	3				Attach to your identity.\n<b>Forced Response:</b> After your turn ends, take 1 damage.\n<b>Alter-Ego Interrupt:</b> When you make a basic recovery, discard this card instead of healing damage.						attachment
												You are stunned. Take 1 damage (4 damage instead if you are already stunned).		35031										encounter						Eslam Aboshady		Tentacle Strike	663cb632-e6c8-4e94-8676-a8e0ca035031	wolv	Wolverine		31	1															wolverine_nemesis	Wolverine Nemesis	5				<b>When Revealed</b>: You are stunned. Take 1 damage (4 damage instead if you are already stunned).						treachery
2		<b>Forced Response</b>: After Lady Deathstrike attacks and damages a character, that character's owner discards 1 random card from their hand.								3				35034										encounter	"This time I will carve your heart from your chest!"		6			Ario Murti	True	Lady Deathstrike	663cb632-e6c8-4e94-8676-a8e0ca035034	wolv	Wolverine		34	1							1								deathstrike	Deathstrike	1				Quickstrike.					Elite. Reaver.	minion
								5	True	3				35035										encounter								Seeking Vengeance	663cb632-e6c8-4e94-8676-a8e0ca035035	wolv	Wolverine		35	1									1						deathstrike	Deathstrike	2				<b>When Revealed</b>: If Lady Deathstrike is in play, she activates against you. Otherwise, search the encounter deck and discard pile for Lady Deathstrike and put her into play engaged with you.						side_scheme
										2				35036										encounter								Adamantium Upgrades	663cb632-e6c8-4e94-8676-a8e0ca035036	wolv	Wolverine		36	2															deathstrike	Deathstrike	3									Tech.	attachment
												Discard 1 random card from your hand and take damage equal to the number of printed resources on it.		35037										encounter								Hack 'n' Slash	663cb632-e6c8-4e94-8676-a8e0ca035037	wolv	Wolverine		37	2															deathstrike	Deathstrike	5				<b>When Revealed</b>: Discard 1 random card from your hand and take damage equal to the number of printed resources on it.						treachery
2				36001b										36001a					1	True				hero		5	10			Andrea Di Vito & Laura Villari	True	Storm	775cc394-70e0-4a37-bb3b-5a13b4036001	storm	Storm		1	1															storm	Storm					<i>Weather Control</i> — <b>Action</b>: Swap your [[WEATHER]] support in play with a support of your choice from the [[WEATHER]] deck. Resolve the "<b>Special</b>" ability on your [[WEATHER]] support in play. (Limit once per round).			1		X-Men.	hero
														36001b						True				hero		6	10		True	Andrea Di Vito & Laura Villari	True	Ororo Munroe	775cc394-70e0-4a37-bb3b-5a13b4036001	storm	Storm		1	1	3														storm	Storm					Ororo Munroe begins the game with a [[WEATHER]] deck. (See insert.)\n<i>"I feel a storm coming..."</i> — <b>Setup</b>: Choose a support from the [[WEATHER]] deck and put it into play.					Mutant.	alter_ego
														36002		1								hero						Allie Preswick		Clear Skies	775cc394-70e0-4a37-bb3b-5a13b4036002	storm	Storm		2	1					1										weather	Weather	1				Permanent.\nEach character gains stalwart.\n<b>Special</b>: Draw 1 card.					Weather.	support
														36003		1								hero						Andrea Di Vito & Laura Villari		Hurricane	775cc394-70e0-4a37-bb3b-5a13b4036003	storm	Storm		3	1				1											weather	Weather	2				Permanent.\nEach character gains retaliate 1.\n<b>Special</b>: Remove 2 threat from a scheme.					Weather.	support
														36004		1								hero						Andrea Di Vito & Laura Villari		Thunderstorm	775cc394-70e0-4a37-bb3b-5a13b4036004	storm	Storm		4	1		1													weather	Weather	3				Permanent.\nEach character gets +1 ATK.\n<b>Special</b>: Deal 2 damage to an enemy.					Weather.	support
														36005		1								hero						Andrea Di Vito & Laura Villari		Blizzard	775cc394-70e0-4a37-bb3b-5a13b4036005	storm	Storm		5	1			1												weather	Weather	4				Permanent.\nEach character gets -1 ATK.\n<b>Special</b>: Choose a non-[[ELITE]] minion → until the end of the round, treat that minion's text box as if it were blank <i>(except for <b>TRAITS</b></i>).					Weather.	support
														36006	2	1								hero						S. Buonfantino & J. Mena Guerrero	True	Storm's Crown	775cc394-70e0-4a37-bb3b-5a13b4036006	storm	Storm		6	1			1												storm	Storm	1				Storm gets +1 THW.\n<b>Hero Resource</b>: Exhaust Storm's Crown → generate the printed resource on your [[WEATHER]] support.					Item.	upgrade
														36007	3	1								hero						Andrea Di Vito & Laura Villari	True	Storm's Cape	775cc394-70e0-4a37-bb3b-5a13b4036007	storm	Storm		7	1		1													storm	Storm	2				Storm gets +1 DEF and gains the [[AERIAL]] trait.\n<b>Hero Response</b>: After you resolve the  "<b>Special</b>" ability on your [[WEATHER]] support, exhaust Storm's Cape → ready Storm.					Item.	upgrade
														36008	1	1								hero						P. Qualano & J. Mena Guerrero	True	Ororo's Garden	775cc394-70e0-4a37-bb3b-5a13b4036008	storm	Storm		8	1				1											storm	Storm	3				<b>Alter-Ego Action</b>: Exhaust Ororo's Garden → heal 2 damage from your identity.					Location.	support
														36009	0	3								hero						Andrea Di Vito & Laura Villari		Weather Goddess	775cc394-70e0-4a37-bb3b-5a13b4036009	storm	Storm		9	3		1													storm	Storm	4				<b>Hero Action</b>:  Swap your [[WEATHER]] support in play with a support of your choice from the [[WEATHER]] deck. Resolve the "<b>Special</b>" ability on your [[WEATHER]] support in play.					Superpower.	event
														36010	2	3								hero						S. Buonfantino & J. Mena Guerrero		Torrential Rain	775cc394-70e0-4a37-bb3b-5a13b4036010	storm	Storm		10	3			1												storm	Storm	7				<b>Hero Action</b> <i>(thwart)</i>: Remove 3 threat from among schemes in play. If Hurricane is in play, resolve its "<b>Special</b>" ability.					Superpower. Thwart.	event
														36011	3	2								hero								Lightning Bolt	775cc394-70e0-4a37-bb3b-5a13b4036011	storm	Storm		11	2		1													storm	Storm	10				<b>Hero Action</b> <i>(attack)</i>: Deal 8 damage to an enemy. If Thunderstorm is in play, resolve its "<b>Special</b>" ability.					Attack. Superpower.	event
														36012	1	2								hero						Patrick McEvoy		Flash Freeze	775cc394-70e0-4a37-bb3b-5a13b4036012	storm	Storm		12	2		1													storm	Storm	12				<b>Hero Interrupt</b> <i>(defense)</i>: When the villain attacks you, the villain and each minion engaged with you get -3 ATK while attacking you this phase. If Blizzard is in play, resolve its "<b>Special</b>" ability.					Defense. Superpower.	event
														36013	3	2								hero								Blast of Wind	775cc394-70e0-4a37-bb3b-5a13b4036013	storm	Storm		13	2				1											storm	Storm	14				<b>Hero Action</b>: Choose a player → deal 3 damage to the villain and each minion engaged with that player. Resolve the "<b>Special</b>" ability of your [[WEATHER]] support.					Superpower.	event
2														36014	4	1								leadership			3				True	Havok	775cc394-70e0-4a37-bb3b-5a13b4036014	storm	Storm		14	1		1																		Alex Summers	[star] <b>Forced Interrupt</b>: When Havok attacks, discard the top card of the encounter deck. For each boost icon ([boost]) discarded this way, Havok gets +1 ATK for this attack and takes +1 consequential damage ([consequential]).			1	1	X-Men.	ally
1	1													36015	3	1								leadership			2				True	Mirage	775cc394-70e0-4a37-bb3b-5a13b4036015	storm	Storm		15	1			1																	Dani Moonstar	<b>Response</b>: After Mirage enters play, choose an enemy whose SCH is less than Mirage's THW → stun that enemy.			2	1	Psionic. X-Men.	ally
3	1													36016	3	1								leadership			3				True	Gentle	775cc394-70e0-4a37-bb3b-5a13b4036016	storm	Storm		16	1				1																Nezhno Abidemi	[star] Gentle takes +1 consequential damage ([consequential]) after he attacks the villain.			1	1	X-Men.	ally
2	2													36017	2	1								leadership			2				True	Pixie	775cc394-70e0-4a37-bb3b-5a13b4036017	storm	Storm		17	1		1																		Megan Gwynn	<b>Response</b>: After you play Pixie from your hand, add an [[X-MEN]] ally from your discard pile to your hand.			1	1	Aerial. X-Men.	ally
														36018	3	3								leadership								Uncanny X-Men	775cc394-70e0-4a37-bb3b-5a13b4036018	storm	Storm		18	3			1																		Play under any player's control. Max 1 [[TEAM]] card per player.\nEach of your [[X-MEN]] allies gets +1 hit point. If each of your characters has the [[X-MEN]] trait, each of your [[X-MEN]] allies costs 1 fewer resource to play.					Team.	support
														36019	1	3								leadership								Leadership Skill	775cc394-70e0-4a37-bb3b-5a13b4036019	storm	Storm		19	3				1																	Uses (3 leadership counters). Max 1 per player.\n<b>Interrupt</b>: When an ally makes a basic thwart or basic attack action, remove 1 leadership counter from here → that ally gets +1 THW and +1 ATK for that action.					Skill.	upgrade
														36020	1	3								leadership								"To Me, My X-Men!"	775cc394-70e0-4a37-bb3b-5a13b4036020	storm	Storm		20	3																					Play only if your identity has the [[X-MEN]] trait.\n<b>Hero Action</b>: Search the top 5 cards of your deck for an [[X-MEN]] ally and put it into play. If that ally is still in play at the end of the phase, add it to your hand.					Tactic.	event
														36021		2					33018			leadership								Effective Leadership		storm	Storm		21	2					1																Max 2 per deck.\n<b>Interrupt</b>: When you spend this card to play an ally, that ally gets +1 THW and +1 ATK until the end of the phase.						resource
1	1													36022	2	1								basic			2				True	Forge	775cc394-70e0-4a37-bb3b-5a13b4036022	storm	Storm		22	1			1																		<b>Response</b>: After Forge enters play, search your deck and discard pile for an [[X-MEN]] or [[X-FORCE]] support and add it to your hand. <i>(Shuffle.)</i>			1	1	X-Men.	ally
														36023	3	1					32020			basic							True	The X-Jet		storm	Storm		23	1		1																			<b>Resource</b>: Exhaust The X-Jet → generate a [wild] resource for a player whose identity has the [[X-MEN]] trait.					Vehicle. X-Men.	support
														36024	2	1					33020			basic							True	Utopia		storm	Storm		24	1				1																	If each of your allies has the [[X-MEN]] trait, increase your ally limit by 1.\n<b>Response:</b> After an [[X-MEN]] ally enters play, exhaust Utopia → ready an [[X-MEN]] character.					Location. X-Men.	support
														36025	2	1					32049			basic							True	X-Mansion		storm	Storm		25	1			1																		<b>Alter-Ego Action</b>: Exhaust X-Mansion → heal 1 damage from a [[MUTANT]] or [[X-MEN]] character. Any player whose alter-ego has the [[MUTANT]] trait may trigger this ability.					Location. X-Men.	support
														36026	1	3								basic								Endurance	775cc394-70e0-4a37-bb3b-5a13b4036026	storm	Storm		26	3																					Play under any player's control. Max 1 per player.\nYou get +3 hit points.					Condition.	upgrade
